date,open,high,low,close,volume
2025-04-29T00:00:00-04:00,18.672,19.14,18.181,18.622,0.0
2025-04-28T00:00:00-04:00,17.394,18.741,16.911,18.672,0.0
2025-04-27T00:00:00-04:00,17.934,18.234,17.345,17.395,0.0
2025-04-26T00:00:00-04:00,18.402,18.461,17.493,17.934,0.0
2025-04-25T00:00:00-04:00,18.79,19.187,18.161,18.403,0.0
2025-04-24T00:00:00-04:00,18.488,19.028,17.723,18.792,0.0
2025-04-23T00:00:00-04:00,19.201,19.248,18.085,18.488,0.0
2025-04-22T00:00:00-04:00,18.226,19.29,17.862,19.201,0.0
2025-04-21T00:00:00-04:00,17.627,18.472,17.242,18.226,0.0
2025-04-20T00:00:00-04:00,18.098,18.518,17.162,17.627,0.0
2025-04-19T00:00:00-04:00,17.1,18.274,16.718,18.092,0.0
2025-04-18T00:00:00-04:00,17.19,17.444,16.362,17.1,0.0
2025-04-17T00:00:00-04:00,15.771,17.24,15.526,17.19,0.0
2025-04-16T00:00:00-04:00,15.061,16.271,14.659,15.771,0.0
2025-04-15T00:00:00-04:00,15.735,16.612,15.031,15.061,0.0
2025-04-14T00:00:00-04:00,15.401,16.349,15.316,15.734,0.0
2025-04-13T00:00:00-04:00,16.332,16.848,14.988,15.401,0.0
2025-04-12T00:00:00-04:00,15.7,16.819,15.133,16.332,0.0
2025-04-11T00:00:00-04:00,14.179,16.016,13.772,15.701,0.0
2025-04-10T00:00:00-04:00,13.575,14.511,13.137,14.179,0.0
2025-04-09T00:00:00-04:00,11.233,14.421,11.107,13.576,0.0
2025-04-08T00:00:00-04:00,11.49,12.622,10.725,11.235,0.0
2025-04-07T00:00:00-04:00,10.267,11.925,9.328,11.486,0.0
2025-04-06T00:00:00-04:00,12.031,12.082,10.021,10.267,0.0
2025-04-05T00:00:00-04:00,11.881,12.197,11.432,12.032,0.0
2025-04-04T00:00:00-04:00,11.693,12.378,11.063,11.881,0.0
2025-04-03T00:00:00-04:00,11.773,12.617,11.058,11.694,0.0
2025-04-02T00:00:00-04:00,13.314,14.437,11.691,11.773,0.0
2025-04-01T00:00:00-04:00,12.995,13.948,12.941,13.31,0.0
2025-03-31T00:00:00-04:00,12.479,13.479,12.19,12.995,0.0
2025-03-30T00:00:00-04:00,12.798,12.985,12.195,12.478,0.0
2025-03-29T00:00:00-04:00,13.397,13.58,12.368,12.798,0.0
2025-03-28T00:00:00-04:00,14.611,14.903,13.021,13.398,0.0
2025-03-27T00:00:00-04:00,14.048,15.136,13.975,14.611,0.0
2025-03-26T00:00:00-04:00,16.049,16.407,12.442,14.048,0.0
2025-03-25T00:00:00-04:00,16.761,17.003,15.899,16.05,0.0
2025-03-24T00:00:00-04:00,16.302,17.341,15.74,16.761,0.0
2025-03-23T00:00:00-04:00,15.575,16.337,15.472,16.302,0.0
